1581885298.659,-9.171423625946046
1581885298.758,-20.742832946777344
1581885298.858,-14.057127857208252
1581885298.958,-10.885706233978272
1581885299.059,-22.457139587402345
1581885299.158,-7.28571310043335
1581885299.258,-18.42854747772217
1581885299.36,-15.771409606933593
1581885299.459,-11.142848110198974
1581885299.558,-20.914262580871583
1581885299.658,-9.514280319213867
1581885299.758,-18.85711898803711
1581885299.86,-14.228556632995605
1581885299.958,-13.542843246459961
1581885300.058,-21.08569393157959
1581885300.158,-10.628563499450683
1581885300.258,-18.599975395202637
1581885300.358,-14.742840385437011
1581885300.459,-13.799985980987548
1581885300.558,-19.02854690551758
1581885300.658,-10.885706233978272
1581885300.758,-19.199974822998048
1581885300.858,-12.685701942443847
1581885300.958,-17.142836380004884
1581885301.058,-14.999983978271485
1581885301.158,-13.799985980987548
1581885301.258,-19.799974250793458
1581885301.358,-11.142848110198974
1581885301.458,-15.68569564819336
1581885301.564,-25.97146854400635
1581885301.659,-9.428565502166748
1581885301.758,-15.428553771972657
1581885301.858,-20.999978256225585
1581885301.958,-8.999995708465576
1581885302.058,-23.742869567871093
1581885302.158,-10.199992847442628
1581885302.258,-13.285701370239257
1581885302.358,-19.45711669921875
1581885302.458,-11.999989414215088
1581885302.559,-20.314258003234865
1581885302.659,-11.142848110198974
1581885302.759,-19.971402168273926
1581885302.858,-13.02855863571167
1581885302.959,-16.199981117248537
1581885303.059,-17.48569221496582
1581885303.159,-12.51427402496338
1581885303.259,-18.771405029296876
1581885303.358,-12.428560066223145
1581885303.458,-17.142836380004884
1581885303.558,-14.999983978271485
1581885303.658,-14.48569850921631
1581885303.778,-17.399978256225587
1581885303.878,-12.771415901184083
1581885303.978,-18.171405601501466
1581885304.078,-13.02855863571167
1581885304.158,-14.057127857208252
1581885304.278,-16.542836952209473
1581885304.378,-13.285701370239257
1581885304.458,-18.171405601501466
1581885304.578,-12.857130718231202
1581885304.679,-17.48569221496582
1581885304.779,-14.999983978271485
1581885304.878,-14.31427059173584
1581885304.979,-18.5142614364624
1581885305.078,-11.657132720947265
1581885305.178,-18.42854747772217
1581885305.278,-14.399984550476075
1581885305.378,-13.457129287719727
1581885305.479,-19.285688781738283
1581885305.579,-11.742846679687501
1581885305.678,-18.2571195602417
1581885305.78,-13.971413898468018
1581885305.879,-14.657126426696777
1581885305.978,-17.65712013244629
1581885306.079,-12.342846107482911
1581885306.178,-18.771405029296876
1581885306.278,-11.999989414215088
1581885306.378,-17.48569221496582
1581885306.479,-14.999983978271485
1581885306.578,-13.885699939727784
1581885306.679,-17.999977684020998
1581885306.778,-12.171417331695556
1581885306.879,-18.85711898803711
1581885306.979,-13.457129287719727
1581885307.078,-16.1142671585083
1581885307.178,-16.457122993469238
1581885307.28,-12.942844676971436
1581885307.378,-18.685689353942873
1581885307.478,-12.51427402496338
1581885307.578,-16.88569450378418
1581885307.679,-15.599981689453125
1581885307.778,-13.628557205200195
1581885307.878,-18.2571195602417
1581885307.978,-12.171417331695556
1581885308.078,-18.42854747772217
1581885308.179,-13.799985980987548
1581885308.279,-15.171411895751953
1581885308.378,-18.342833518981934
1581885308.478,-11.82856149673462
1581885308.578,-19.199974822998048
1581885308.679,-12.342846107482911
